#header
Geneid	Chr	Start	End	Strand	Length	bamfiles/Wt1-1a_1415.bam	bamfiles/Wt1-1b_1415.bam	bamfiles/Wt1-1c_1415.bam	bamfiles/Wt1-2a_1415.bam	bamfiles/Wt1-2b_1415.bam	bamfiles/Wt1-3a_1415.bam	bamfiles/Wt1-3b_1415.bam	bamfiles/Wt1-3c_1415.bam	bamfiles/Wt1-4a_1415.bam	bamfiles/Wt1-4b_1415.bam	bamfiles/Wt1-4c_1415.bam	bamfiles/Wt1-5a_1415.bam	bamfiles/Wt1-5b_1415.bam	bamfiles/Wt1-5c_1415.bam	bamfiles/Wt1-6b_1415.bam	bamfiles/Wt1-6c_1415.bam	bamfiles/Wt2-1a_1415.bam	bamfiles/Wt2-1b_1415.bam	bamfiles/Wt2-1c_1415.bam	bamfiles/Wt2-2b_1415.bam	bamfiles/Wt2-2c_1415.bam	bamfiles/Wt2-3a_1415.bam	bamfiles/Wt2-3b_1415.bam	bamfiles/Wt2-3c_1415.bam	bamfiles/Wt2-4a_1415.bam	bamfiles/Wt2-5a_1415.bam	bamfiles/Wt2-5b_1415.bam	bamfiles/Wt2-5c_1415.bam	bamfiles/Wt2-6a_1415.bam	bamfiles/Wt2-6b_1415.bam	bamfiles/Wt2-6c_1415.bam
pdam_00000479	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2064249;2067030;2067230;2067744;2068656;2070705;2072579;2074993;2077031;2077457;2079959;2082362;2083091;2083755;2090228	2064418;2067060;2067281;2067819;2068737;2070753;2072654;2075077;2077126;2077582;2080058;2082445;2083151;2083953;2091164	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2224	258	203	265	181	200	264	241	371	198	298	278	195	537	485	570	549	524	194	196	10	193	154	304	248	181	398	476	208	494	409	397
pdam_00000480	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2093810;2094029;2094476;2094572;2094904	2093911;2094274;2094550;2094850;2095062	+;+;+;+;+	861	0	0	3	0	0	1	0	5	1	0	1	1	3	7	8	2	3	0	2	0	0	0	0	2	2	3	4	0	3	6	4
pdam_00000481	SczhEnG_1415;SczhEnG_1415	2097212;2098197	2097309;2098413	-;-	315	3	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
pdam_00000482	SczhEnG_1415;SczhEnG_1415	2099494;2099884	2099871;2099985	-;-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000483	SczhEnG_1415;SczhEnG_1415	2099992;2100411	2100117;2100494	-;-	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000484	SczhEnG_1415;SczhEnG_1415	2100676;2100837	2100813;2100914	-;-	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000485	SczhEnG_1415	2101389	2101652	-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000486	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2101667;2101880;2102006	2101826;2102001;2102056	-;-;-	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000487	SczhEnG_1415;SczhEnG_1415	2115395;2115683	2115669;2115902	-;-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000488	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2117635;2117971;2118297	2117724;2117998;2118487	+;+;+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000489	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2118584;2118940;2119078;2119505	2118767;2119022;2119409;2119694	+;+;+;+	789	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
